city,longitude,latitude,date1,pop1,tem1,date2,pop2,tem2,date3,pop3,tem3,date4,pop4,tem4,date5,pop5,tem5,pop_mean,tem_mean,nom_hotel,url_hotel,coordonnes_hotel,note_hotel,description_hotel
Amiens,2.2956951,49.8941708,2024-06-22 00:00:00,0.0,13.86,2024-06-23 00:00:00,0.0,10.38,2024-06-24 00:00:00,0.0,12.54,2024-06-25 00:00:00,0.0,15.52,2024-06-26 00:00:00,0.0,18.57,0.0,14.174000000000001,Appart'City Confort Amiens Gare,https://www.booking.com/hotel/fr/appart-city-amiens.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hbWllbnNIDVgDaIwBiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuAKIwNizBsACAdICJDBhOTExMDRmLTg1ZTQtNGRlNi1iZGVmLWMzODkzNWUxZTBkNNgCBOACAQ&ucfs=1&arphpl=1&checkin=2024-06-28&checkout=2024-06-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=30&sr_order=popularity&nflt=ht_id%3D204&srpvid=887d0604f1f6003d&srepoch=1719017481&all_sr_blocks=55821701_184365453_0_2_0&highlighted_blocks=55821701_184365453_0_2_0&matching_block_id=55821701_184365453_0_2_0&sr_pri_blocks=55821701_184365453_0_2_0__15000&from_sustainable_property_sr=1&from=searchresults,"49.89431630,2.30976120","7,6","Situé à 300 mètres de la cathédrale Notre-Dame d'Amiens et des Hortillonnages, l'Appart'City Confort Amiens Gare propose des studios indépendants avec une télévision à écran LCD et une kitchenette entièrement équipée. Il se trouve à 1 km du musée de Picardie et à 5 minutes de marche de la gare.

Les hébergements comprennent une salle de bains pourvue d'une douche à l'italienne, un téléphone et un bureau. Vous bénéficierez gratuitement d'une connexion Internet par câble et Wi-Fi.

Un petit-déjeuner buffet est proposé tous les matins. Il se compose d'une variété de pains (pain sans gluten etc.), de viennoiseries, de boissons chaudes et froides, de salade de fruits, de fruits frais, de fromages et de yaourts.

Vous pourrez visiter le beffroi d'Amiens, à 1,5 km, ou jouer au golf à 8 km. L'autoroute A29 est accessible à 3,2 km.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,7 pour un séjour à deux. 


Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.

En voir plus"
Amiens,2.2956951,49.8941708,2024-06-22 00:00:00,0.0,13.86,2024-06-23 00:00:00,0.0,10.38,2024-06-24 00:00:00,0.0,12.54,2024-06-25 00:00:00,0.0,15.52,2024-06-26 00:00:00,0.0,18.57,0.0,14.174000000000001,Au Spatial,https://www.booking.com/hotel/fr/au-spatial.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hbWllbnNIDVgDaIwBiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuAKIwNizBsACAdICJDBhOTExMDRmLTg1ZTQtNGRlNi1iZGVmLWMzODkzNWUxZTBkNNgCBOACAQ&ucfs=1&arphpl=1&checkin=2024-06-28&checkout=2024-06-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=37&sr_order=popularity&nflt=ht_id%3D204&srpvid=887d0604f1f6003d&srepoch=1719017481&all_sr_blocks=23731908_388145041_2_2_0&highlighted_blocks=23731908_388145041_2_2_0&matching_block_id=23731908_388145041_2_2_0&sr_pri_blocks=23731908_388145041_2_2_0__10030&from_sustainable_property_sr=1&from=searchresults,"49.89193885,2.30575562","7,4","L'établissement Au Spatial est situé au cœur d'Amiens. La gare et la cathédrale de la ville se trouvent respectivement à 2 minutes et 6 minutes de marche. Une connexion Wi-Fi est disponible gratuitement.

Toutes les chambres comportent une télévision à écran plat avec les chaînes Canal + et BBC. Leur salle de bains privative est pourvue d'une douche ou d'une baignoire.

Un petit-déjeuner buffet est servi chaque matin dans la salle prévue à cette effet. Le buffet comprend des confitures maison, des céréales, des viennoiseries, du pain, du fromage, de la charcuterie et des yaourts.

Le zoo d'Amiens est situé à 3 km de l'hôtel Au Spatial. Un parking privé est à votre disposition sur place, moyennant un supplément journalier et sous réserve de disponibilité.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,0 pour un séjour à deux. 


Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.

En voir plus"
Amiens,2.2956951,49.8941708,2024-06-22 00:00:00,0.0,13.86,2024-06-23 00:00:00,0.0,10.38,2024-06-24 00:00:00,0.0,12.54,2024-06-25 00:00:00,0.0,15.52,2024-06-26 00:00:00,0.0,18.57,0.0,14.174000000000001,B&B HOTEL Amiens Centre Cathédrale,https://www.booking.com/hotel/fr/ibis-amiens-centre-cathedrale.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hbWllbnNIDVgDaIwBiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuAKIwNizBsACAdICJDBhOTExMDRmLTg1ZTQtNGRlNi1iZGVmLWMzODkzNWUxZTBkNNgCBOACAQ&ucfs=1&arphpl=1&checkin=2024-06-28&checkout=2024-06-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=38&sr_order=popularity&nflt=ht_id%3D204&srpvid=887d0604f1f6003d&srepoch=1719017481&all_sr_blocks=65952102_94499753_2_2_0&highlighted_blocks=65952102_94499753_2_2_0&matching_block_id=65952102_94499753_2_2_0&sr_pri_blocks=65952102_94499753_2_2_0__16400&from_sustainable_property_sr=1&from=searchresults,"49.89199900,2.29197000","7,8","Vous pouvez bénéficier d'une réduction Genius dans l'établissement B&B HOTEL Amiens Centre Cathédrale ! Connectez-vous pour économiser.
Doté d'un restaurant et d'une connexion Wi-Fi gratuite, l'ibis Amiens Centre Cathédrale est situé dans le centre d'Amiens.

Les chambres possèdent une télévision à écran plat et un bureau. Les salles de bains privatives sont pourvues d'une douche.

L'hôtel comporte une réception ouverte 24h/24, un bar, un snack-bar et une bagagerie. Vous savourerez quotidiennement un petit-déjeuner buffet composé de plats sucrés et salés, parmi lesquels des œufs, de la salade de fruits, des yaourts et des jus de fruits. Des viennoiseries cuites sur place et des madeleines fraîches sont aussi proposées, ainsi qu'une boisson chaude et un fruit à emporter. Un petit-déjeuner plus léger est servi à partir de 4h00.

Vous séjournerez à 1,3 km du Zénith d'Amiens, à 800 mètres du Musée de l'Hôtel de Berny et à 1,1 km de la gare ferroviaire d'Amiens. L'aéroport de Beauvais-Tillé se trouve à 50 km. Le parking est accessible moyennant des frais supplémentaires.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,6 pour un séjour à deux. 


Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.

En voir plus"
Amiens,2.2956951,49.8941708,2024-06-22 00:00:00,0.0,13.86,2024-06-23 00:00:00,0.0,10.38,2024-06-24 00:00:00,0.0,12.54,2024-06-25 00:00:00,0.0,15.52,2024-06-26 00:00:00,0.0,18.57,0.0,14.174000000000001,Comfort Hotel Amiens Nord,https://www.booking.com/hotel/fr/kyriad-amiens-nord-xml.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hbWllbnNIDVgDaIwBiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuAKIwNizBsACAdICJDBhOTExMDRmLTg1ZTQtNGRlNi1iZGVmLWMzODkzNWUxZTBkNNgCBOACAQ&ucfs=1&arphpl=1&checkin=2024-06-28&checkout=2024-06-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=34&sr_order=popularity&nflt=ht_id%3D204&srpvid=887d0604f1f6003d&srepoch=1719017481&all_sr_blocks=50595004_278942364_2_2_0&highlighted_blocks=50595004_278942364_2_2_0&matching_block_id=50595004_278942364_2_2_0&sr_pri_blocks=50595004_278942364_2_2_0__12300&from_sustainable_property_sr=1&from=searchresults,"49.92513403,2.30457276","6,8","Doté d’une terrasse, le Comfort Hotel Amiens Nord propose des hébergements à seulement 4 km du centre-ville d’Amiens. Des salles de réunion sont à votre disposition sur place. Un parking privé et une connexion Wi-Fi sont disponibles gratuitement.

Les chambres disposent d’une télévision par satellite à écran plat. Leur salle de bains privative est pourvue d’une baignoire, d’un sèche-cheveux et d’articles de toilette gratuits.

Un petit-déjeuner buffet est servi tous les matins.

L’établissement se trouve à seulement 5 km du zoo, de la cathédrale et du centre historique d’Amiens. La gare d’Amiens est située à 4,5 km, et l’autoroute A16 est accessible à 20 km. 


Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.

En voir plus"
Amiens,2.2956951,49.8941708,2024-06-22 00:00:00,0.0,13.86,2024-06-23 00:00:00,0.0,10.38,2024-06-24 00:00:00,0.0,12.54,2024-06-25 00:00:00,0.0,15.52,2024-06-26 00:00:00,0.0,18.57,0.0,14.174000000000001,"Holiday Inn Express Amiens, an IHG Hotel",https://www.booking.com/hotel/fr/express-by-holiday-inn.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hbWllbnNIDVgDaIwBiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuAKIwNizBsACAdICJDBhOTExMDRmLTg1ZTQtNGRlNi1iZGVmLWMzODkzNWUxZTBkNNgCBOACAQ&ucfs=1&arphpl=1&checkin=2024-06-28&checkout=2024-06-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=32&sr_order=popularity&nflt=ht_id%3D204&srpvid=887d0604f1f6003d&srepoch=1719017481&all_sr_blocks=5499016_287472457_2_1_0&highlighted_blocks=5499016_287472457_2_1_0&matching_block_id=5499016_287472457_2_1_0&sr_pri_blocks=5499016_287472457_2_1_0__23400&from_sustainable_property_sr=1&from=searchresults,"49.89167620,2.30775386","7,9","L'Holiday Inn Express propose des chambres confortables avec connexion Wi-Fi gratuite. Vous séjournerez dans le centre d’Amiens, à seulement 50 mètres de la gare et à 10 minutes à pied de la cathédrale.

Desservis par un ascenseur, tous les hébergements incluent la climatisation et une télévision haute définition par satellite à écran plat. Vous bénéficierez également d’un coffre-fort et d’une machine à expresso.

Chaque matin, le Holiday Inn Express Amiens sert gratuitement un petit-déjeuner buffet. Vous trouverez de nombreux restaurants dans les environs.

Cet établissement non-fumeurs propose un bar, une salle de sport ainsi que des services de repassage et de blanchisserie. Situé dans les environs, un parking public souterrain est accessible aux voitures d’une hauteur maximale de 1,80 mètre.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,7 pour un séjour à deux. 


Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.

En voir plus"
Amiens,2.2956951,49.8941708,2024-06-22 00:00:00,0.0,13.86,2024-06-23 00:00:00,0.0,10.38,2024-06-24 00:00:00,0.0,12.54,2024-06-25 00:00:00,0.0,15.52,2024-06-26 00:00:00,0.0,18.57,0.0,14.174000000000001,Hotel Central Anzac,https://www.booking.com/hotel/fr/central-anzac.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hbWllbnNIDVgDaIwBiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuAKIwNizBsACAdICJDBhOTExMDRmLTg1ZTQtNGRlNi1iZGVmLWMzODkzNWUxZTBkNNgCBOACAQ&ucfs=1&arphpl=1&checkin=2024-06-28&checkout=2024-06-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=29&sr_order=popularity&nflt=ht_id%3D204&srpvid=887d0604f1f6003d&srepoch=1719017481&all_sr_blocks=28253201_201922128_0_2_0&highlighted_blocks=28253201_201922128_0_2_0&matching_block_id=28253201_201922128_0_2_0&sr_pri_blocks=28253201_201922128_0_2_0__11800&from_sustainable_property_sr=1&from=searchresults,"49.89183258,2.30599433","7,3","Bénéficiant d'un emplacement central, l'Hotel Central Anzac propose un hébergement moderne et un petit-déjeuner continental, à 2 minutes à pied de la gare et à 7 minutes de marche de la cathédrale d'Amiens.

Décorées de tons chauds leur octroyant une atmosphère chaleureuse, les chambres comprennent une télévision par satellite et une connexion Wi-Fi.

Chaque matin, le petit-déjeuner est servi dans le coin repas. Il est composé d'une sélection de pâtisseries fraîches faites maison et de confitures préparées à partir de produits de saison. Vous aurez la possibilité de choisir entre un petit-déjeuner continental et anglais complet. En outre, des journaux sont fournis à la réception.

Enfin, l'hôtel est à 10 minutes à pied du quartier de Saint Leu et à 15 minutes des célèbres canaux.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 8,7 pour un séjour à deux. 


Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.

En voir plus"
Amiens,2.2956951,49.8941708,2024-06-22 00:00:00,0.0,13.86,2024-06-23 00:00:00,0.0,10.38,2024-06-24 00:00:00,0.0,12.54,2024-06-25 00:00:00,0.0,15.52,2024-06-26 00:00:00,0.0,18.57,0.0,14.174000000000001,Hotel Le Prieuré et La Résidence,https://www.booking.com/hotel/fr/le-prieure-amiens.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hbWllbnNIDVgDaIwBiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuAKIwNizBsACAdICJDBhOTExMDRmLTg1ZTQtNGRlNi1iZGVmLWMzODkzNWUxZTBkNNgCBOACAQ&ucfs=1&arphpl=1&checkin=2024-06-28&checkout=2024-06-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=39&sr_order=popularity&nflt=ht_id%3D204&srpvid=887d0604f1f6003d&srepoch=1719017481&all_sr_blocks=27169711_158767254_0_2_0&highlighted_blocks=27169711_158767254_0_2_0&matching_block_id=27169711_158767254_0_2_0&sr_pri_blocks=27169711_158767254_0_2_0__27600&from_sustainable_property_sr=1&from=searchresults,"49.89444519,2.30094239","8,4","L'Hotel Le Prieuré et La Résidence est situé dans le centre-ville d'Amiens, au pied de la cathédrale. Il propose une connexion Wi-Fi gratuite et des chambres décorées de manière personnalisée avec un mobilier d'époque.

Les chambres du Prieuré et La Résidence comprennent une salle de bains privative munie d'une baignoire ou d'une douche. Elles comportent également une télévision et un sèche-cheveux.

Un petit-déjeuner buffet est servi tous les matins dans la salle à manger du Prieuré ornée de lustres en cristal. Vous pourrez vous détendre sur la terrasse et dans la cour de l'établissement.

L'Hotel Le Prieuré et La Résidence se trouve à seulement 900 mètres de la gare SNCF d'Amiens. L'aéroport d'Amiens-Glisy est à 15 minutes en voiture.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,7 pour un séjour à deux.Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap."
Amiens,2.2956951,49.8941708,2024-06-22 00:00:00,0.0,13.86,2024-06-23 00:00:00,0.0,10.38,2024-06-24 00:00:00,0.0,12.54,2024-06-25 00:00:00,0.0,15.52,2024-06-26 00:00:00,0.0,18.57,0.0,14.174000000000001,Hotel Victor Hugo,https://www.booking.com/hotel/fr/victor-hugo-amiens.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hbWllbnNIDVgDaIwBiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuAKIwNizBsACAdICJDZlZjNlMDQxLTc2MWUtNGM1OC04ZThmLTVjY2I0NWJjMGU1NtgCBOACAQ&ucfs=1&arphpl=1&checkin=2024-06-28&checkout=2024-06-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=48&sr_order=popularity&nflt=ht_id%3D204&srpvid=81d70604e7e50073&srepoch=1719017481&all_sr_blocks=66609902_265468695_2_2_0&highlighted_blocks=66609902_265468695_2_2_0&matching_block_id=66609902_265468695_2_2_0&sr_pri_blocks=66609902_265468695_2_2_0__16048&from_sustainable_property_sr=1&from=searchresults,"49.89325100,2.30454500","7,7","L'Hotel Victor Hugo propose des hébergements à Amiens. L'établissement est situé à 2,2 km du Zénith d'Amiens et à 100 mètres du musée de l'Hôtel de Berny. L'établissement se trouve à 7 minutes à pied du parc des jardins flottants et à 3 minutes de marche du Tribunal de Grande Instance d'Amiens.

Les chambres sont équipées d'un bureau. Certaines offrent une vue sur la ville. Toutes les chambres comprennent une salle de bains privative et une armoire. Les chambres sont équipées d'une télévision à écran plat et d'un sèche-cheveux.

L'université de Picardie Jules Verne se trouve à 3,5 km de l'Hotel Victor Hugo. Enfin, l'aéroport de Paris Beauvais-Tillé est implanté à 50 km.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,4 pour un séjour à deux. 


Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.

En voir plus"
Amiens,2.2956951,49.8941708,2024-06-22 00:00:00,0.0,13.86,2024-06-23 00:00:00,0.0,10.38,2024-06-24 00:00:00,0.0,12.54,2024-06-25 00:00:00,0.0,15.52,2024-06-26 00:00:00,0.0,18.57,0.0,14.174000000000001,Hôtel De Normandie,https://www.booking.com/hotel/fr/de-normandie-amiens.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hbWllbnNIDVgDaIwBiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuAKIwNizBsACAdICJDBhOTExMDRmLTg1ZTQtNGRlNi1iZGVmLWMzODkzNWUxZTBkNNgCBOACAQ&ucfs=1&arphpl=1&checkin=2024-06-28&checkout=2024-06-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=43&sr_order=popularity&nflt=ht_id%3D204&srpvid=887d0604f1f6003d&srepoch=1719017481&all_sr_blocks=25212605_201093309_0_2_0&highlighted_blocks=25212605_201093309_0_2_0&matching_block_id=25212605_201093309_0_2_0&sr_pri_blocks=25212605_201093309_0_2_0__10000&from=searchresults,"49.89148612,2.30435550","6,6","L'Hôtel De Normandie est situé au cœur d'Amiens, à seulement 100 mètres de la gare et à 5 minutes à pied de la cathédrale Notre-Dame, de la tour Perret ainsi que de nombreux magasins.

Chaque chambre dispose d'une télévision à écran plat, d'un bureau, d'un téléphone et d'une connexion Wi-Fi gratuite. Un sèche-cheveux, une bouilloire électrique, du matériel de repassage et un adaptateur pourront vous être fournis gratuitement, sur demande.

Vous profiterez chaque matin d'un petit-déjeuner servi sous forme de buffet que vous pourrez savourer dans la salle à manger Art déco de l'hôtel. Un salon commun est en outre à votre disposition pour vous détendre.

L'autoroute N25 se trouve à 10 minutes de route de l'Hôtel De Normandie.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,0 pour un séjour à deux. 


Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.

En voir plus"
Amiens,2.2956951,49.8941708,2024-06-22 00:00:00,0.0,13.86,2024-06-23 00:00:00,0.0,10.38,2024-06-24 00:00:00,0.0,12.54,2024-06-25 00:00:00,0.0,15.52,2024-06-26 00:00:00,0.0,18.57,0.0,14.174000000000001,Hôtel Spa Marotte,https://www.booking.com/hotel/fr/ha-tel-marotte.fr.html?aid=304142&label=gen173bo-1DCAQoggJCDXNlYXJjaF9hbWllbnNIDVgDaIwBiAEBmAENuAEKyAEF2AED6AEB-AEDiAIBmAICqAIDuAKIwNizBsACAdICJDZlZjNlMDQxLTc2MWUtNGM1OC04ZThmLTVjY2I0NWJjMGU1NtgCBOACAQ&ucfs=1&arphpl=1&checkin=2024-06-28&checkout=2024-06-30&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=47&sr_order=popularity&nflt=ht_id%3D204&srpvid=81d70604e7e50073&srepoch=1719017481&all_sr_blocks=44993912_377333207_2_2_0&highlighted_blocks=44993912_377333207_2_2_0&matching_block_id=44993912_377333207_2_2_0&sr_pri_blocks=44993912_377333207_2_2_0__38000&from_sustainable_property_sr=1&from=searchresults,"49.89105067,2.30115093","8,0","Vous pouvez bénéficier d'une réduction Genius dans l'établissement Hôtel Spa Marotte ! Connectez-vous pour économiser.
Occupant un bâtiment traditionnel datant du XIXe siècle dans le centre d’Amiens, à 500 mètres de la gare, l’Hôtel Spa Marotte propose des hébergements élégants, un salon de thé, ainsi qu’un bar à vin et à champagne.

Tous les hébergements de l’Hôtel Spa Marotte comprennent une télévision à écran plat et un minibar. Certains sont dotées d’un balcon. D’autres possèdent un sauna.

Vous pourrez savourer un petit-déjeuner continental chaque matin. Vous pourrez également prendre un thé sur place.

Un coffre-fort et une bagagerie sont disponibles sur place. Vous profiterez d’une connexion Wi-Fi gratuite dans l’ensemble des locaux.

L’Hôtel Spa Marotte dispose de son propre service de navette (pour les aéroports, les gares, etc.), assuré sur demande et moyennant des frais supplémentaires.

Vous pouvez profiter d'un accès d'une heure et demie au spa moyennant un supplément de 30 € par personne et par jour. Nous pouvons vous proposer des massages, des soins du corps ou du visage, pour une personne ou en couple (en supplément)

La cathédrale est accessible à 200 mètres et la maison de Jules Verne se trouve à 300 mètres. Enfin, l’hôtel se trouve à 800 mètres du musée de Picardie et à 5 minutes à pied de la gare d’Amiens. Un service de voiturier est disponible sur demande.Les couples apprécient particulièrement l'emplacement de cet établissement. Ils lui donnent la note de 9,1 pour un séjour à deux. 


Les distances indiquées dans la description de l'établissement sont calculées avec © OpenStreetMap.

En voir plus"
